NCTId,BriefTitle,OverallStatus,Facility,City,State,Zip,Country,SiteStatus
NCT05444322,A Study of RD14-01 in Patients With Relapsed or Refractory B Cell Non-Hodgkin Lymphoma,UNKNOWN,"The First Affiliated Hospital, College of Medicine, Zhejiang University",Hangzhou,Zhejiang,310003,China,RECRUITING
NCT05518253,A Clinical Study of CD70-targeted CAR-T in the Treatment of CD70-positive Advanced/Metastatic Solid Tumors,RECRUITING,"First affiliated hospital, Zhejiang University",Hangzhou,Zhejiang,310006,China,RECRUITING
NCT05747157,Safety and Efficacy of Metabolically Armed CD19 CAR-T Cells (Meta10- 19) in the Treatment of r/r B-ALL Clinical Research,UNKNOWN,Anhui Provincial Hospital,Hefei,Anhui,,China,RECRUITING
NCT07424157,Long-Term Follow-Up of Subjects Treated With Seattle Children's Therapeutics Gene Therapy Products,NOT_YET_RECRUITING,Seattle Children's Hospital,Seattle,Washington,98105,United States,
NCT05800067,Axi-cel Retreatment in Relapsed/Refractory LBCL,UNKNOWN,"Ruijin Hospital, Shanghai Jiao Tong University School of Medicine",Shanghai,Shanghai Municipality,200025,China,RECRUITING
NCT03648372,A Study of TAK-981 in People With Advanced Solid Tumors or Cancers in the Immune System,TERMINATED,University of California San Diego Moores Cancer Center,La Jolla,California,92093,United States,
NCT03648372,A Study of TAK-981 in People With Advanced Solid Tumors or Cancers in the Immune System,TERMINATED,Massachusetts General Hospital,Boston,Massachusetts,02114,United States,
NCT03648372,A Study of TAK-981 in People With Advanced Solid Tumors or Cancers in the Immune System,TERMINATED,Barbara Ann Karmanos Cancer Institute,Detroit,Michigan,48201,United States,
NCT03648372,A Study of TAK-981 in People With Advanced Solid Tumors or Cancers in the Immune System,TERMINATED,HealthPartners Cancer Care Center - Regions Hospital,Saint Paul,Minnesota,55101,United States,
NCT03648372,A Study of TAK-981 in People With Advanced Solid Tumors or Cancers in the Immune System,TERMINATED,University Hospitals Seidman Cancer Center,Cleveland,Ohio,44106,United States,
NCT03648372,A Study of TAK-981 in People With Advanced Solid Tumors or Cancers in the Immune System,TERMINATED,Fox Chase Cancer Center,Philadelphia,Pennsylvania,19111,United States,
NCT03648372,A Study of TAK-981 in People With Advanced Solid Tumors or Cancers in the Immune System,TERMINATED,The University of Texas MD Anderson Cancer Center,Houston,Texas,77030,United States,
NCT03648372,A Study of TAK-981 in People With Advanced Solid Tumors or Cancers in the Immune System,TERMINATED,Froedtert and the Medical College of Wisconsin,Milwaukee,Wisconsin,53226,United States,
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,University of Alabama at Birmingham,Birmingham,Alabama,35294,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,"CU Anschutz Medical Campus, Anshutz Cancer Pavillion",Aurora,Colorado,80045,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,"Sylvester Comprehensive Cancer Center, University of Miami Hospital and Clinics",Miami,Florida,33136,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,University of Kentucky/ Markey Cancer Center,Lexington,Kentucky,40536,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,Hackensack Meridian John Theurer Cancer Center,Hackensack,New Jersey,07601,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,Icahn School of Medicine at Mount Sinai,New York,New York,10029,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,Memorial Sloan Kettering Cancer Center,New York,New York,10065,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,Levine Cancer Institute,Charlotte,North Carolina,28204,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,Duke University Health System (DUHS),Durham,North Carolina,27705,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,"Oncology Hematology Care, Inc",Cincinnati,Ohio,45236,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,Cleveland Clinic,Cleveland,Ohio,44195,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,Tennessee Oncology,Nashville,Tennessee,37203,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,University of Texas Southwestern Medical Center,Dallas,Texas,75390,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,"Huntsman Cancer Institute, University of Utah",Salt Lake City,Utah,84112,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,Virginia Commonwealth University,Richmond,Virginia,23235,United States,RECRUITING
NCT05722418,CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma,RECRUITING,Froedtert and the Medical College of Wisconsin,Milwaukee,Wisconsin,53226,United States,RECRUITING
NCT07101549,Treating Nectin-4-positive Advanced Solid Tumors With R-Star001 (Nectin-4-CART-IL18),NOT_YET_RECRUITING,"Cancer Hospital Chinese Academy Of Medical Sciences,Shenzhen Center",Shenzhen,Guangdong,518100,China,
NCT05934838,A Feasibility Trial of Tazemetostat Plus CAR T Cell Therapy in B-cell Lymphomas,RECRUITING,Weill Cornell Medicine/NewYork-Presbyterian Hospital,New York,New York,10065,United States,RECRUITING
NCT07523555,Adaptive Dual-Target CAR-T Cells for Relapsed or Refractory Hematologic Malignancies,RECRUITING,Peking University Shenzhen Hospital,Shenzhen,Guangdong,518036,China,RECRUITING
NCT06251115,Clinical Study on the Safety and Efficacy of QY-1-T in the Treatment of HBV-associated Advanced HCC,RECRUITING,Shanghai General Hospital,Shanghai,Shanghai Municipality,200040,China,RECRUITING
NCT05370430,BAFFR-targeting CAR T Cells for Patients With Relapsed or Refractory B-NHL,RECRUITING,City of Hope Medical Center,Duarte,California,91010,United States,RECRUITING
NCT05370430,BAFFR-targeting CAR T Cells for Patients With Relapsed or Refractory B-NHL,RECRUITING,Stanford University,Stanford,California,94305,United States,RECRUITING
NCT05370430,BAFFR-targeting CAR T Cells for Patients With Relapsed or Refractory B-NHL,RECRUITING,University of Kansas Hospital,Kansas City,Kansas,66160,United States,RECRUITING
NCT05370430,BAFFR-targeting CAR T Cells for Patients With Relapsed or Refractory B-NHL,RECRUITING,University of Minnesota,Minneapolis,Minnesota,55455,United States,RECRUITING
NCT05370430,BAFFR-targeting CAR T Cells for Patients With Relapsed or Refractory B-NHL,RECRUITING,Atrium Health Levine Cancer Institute - Morehead,Charlotte,North Carolina,28204,United States,RECRUITING
NCT05370430,BAFFR-targeting CAR T Cells for Patients With Relapsed or Refractory B-NHL,RECRUITING,Providence Swedish Cancer Institute,Seattle,Washington,98104,United States,RECRUITING
NCT04776330,a Clinical Research of BCMA-Targeted Prime CAR-T Cell Therapy in Relapsed/Refractory Multiple Myeloma and Plasma Cell Disease,RECRUITING,920th Hospital of Joint Logistics Support Force,Kunming,Yunnan,,China,RECRUITING
NCT05277272,INTO-HLH: A Disease Registry for Patients With Hemophagocytic Lymphohistiocytosis (HLH),RECRUITING,Cincinnati Children's Hospital Medical Center,Cincinnati,Ohio,45229,United States,RECRUITING
NCT05312801,Phase 1 Study of BAFF CAR-T Cells (LMY-920) for Non-Hodgkin Lymphoma,RECRUITING,University Hospitals Seidman Cancer Center,Cleveland,Ohio,44106,United States,NOT_YET_RECRUITING
NCT05312801,Phase 1 Study of BAFF CAR-T Cells (LMY-920) for Non-Hodgkin Lymphoma,RECRUITING,Taussig Cancer Institute | Cleveland Clinic,Cleveland,Ohio,44195,United States,RECRUITING
NCT07039201,A Study to Evaluate CG-102-12C in Glypican-3 (GPC3) Positive Advanced Hepatocellular Carcinoma (HCC),RECRUITING,"The First Affiliated Hospital, Zhejiang University School of Medicine",Hangzhou,Zhejiang,310000,China,RECRUITING
NCT07039201,A Study to Evaluate CG-102-12C in Glypican-3 (GPC3) Positive Advanced Hepatocellular Carcinoma (HCC),RECRUITING,"First Affiliated Hospital, Medical College of Zhejiang University",Hangzhou,Zhejiang,310003,China,NOT_YET_RECRUITING
NCT05745181,Clinical Study of Anti-CD1a CAR-T in the Treatment of R/R Acute T-lymphoblastic Leukemia/Lymphoblastic Lymphoma,UNKNOWN,The Affiliated Hospital of Xuzhou Medical University,Xuzhou,Jiangsu,221002,China,RECRUITING
NCT06468683,F01 in the Treatment of Moderate-to-severe Refractory Systemic Lupus Erythematosus,NOT_YET_RECRUITING,"Shanghai jiaotong University School of Medicine,Renji Hospital",Shanghai,Shanghai Municipality,200000,China,
NCT03633773,Safety and Efficacy Evaluation of MUC-1 CART in the Treatment of Intrahepatic Cholangiocarcinoma,UNKNOWN,The second affiliated hospital of Zhejiang University,Hangzhou,Zhejiang,310009,China,RECRUITING
NCT05379569,Comparative Study of BFC and BuCy Conditioning Regimen for Allo-PBSCT in Acute B-cell ALL,UNKNOWN,Shanghai General Hospital,Shanghai,,,China,RECRUITING
NCT07331272,A Study of LUCAR-G79D in Subjects With Relapsed/Refractory Systemic Lupus Erythematosus (r/r SLE) and Idiopathic Inflammatory Myopathies (r/r IIM),RECRUITING,The Third The People's Hospital of Bengbu,Bengbu,Anhui,,China,RECRUITING
NCT07331272,A Study of LUCAR-G79D in Subjects With Relapsed/Refractory Systemic Lupus Erythematosus (r/r SLE) and Idiopathic Inflammatory Myopathies (r/r IIM),RECRUITING,Nanfang Hospital,Guangzhou,Guangdong,,China,NOT_YET_RECRUITING
NCT07331272,A Study of LUCAR-G79D in Subjects With Relapsed/Refractory Systemic Lupus Erythematosus (r/r SLE) and Idiopathic Inflammatory Myopathies (r/r IIM),RECRUITING,Xiangya Hospital of Central South University,Changsha,Hunan,,China,NOT_YET_RECRUITING
NCT07331272,A Study of LUCAR-G79D in Subjects With Relapsed/Refractory Systemic Lupus Erythematosus (r/r SLE) and Idiopathic Inflammatory Myopathies (r/r IIM),RECRUITING,The Affiliated Hospital of Xuzhou Medical University,Xuzhou,Jiangsu,,China,RECRUITING
NCT07331272,A Study of LUCAR-G79D in Subjects With Relapsed/Refractory Systemic Lupus Erythematosus (r/r SLE) and Idiopathic Inflammatory Myopathies (r/r IIM),RECRUITING,The First Affiliated Hospital of Nanchang University,Nanchang,Jiangxi,,China,NOT_YET_RECRUITING
NCT06880354,A Clinical Study to Evaluate the Safety and Efficacy of CLL1 and CD38 Dual-Target CAR-T Cell Injection in the Treatment of Relapsed or Refractory Acute Myeloid Leukemia,RECRUITING,"Institute of Hematology & Blood Diseases Hospital, China",Tianjin,,,China,RECRUITING
NCT02672501,A Study to Assess CD19-targeted Immunotherapy T Cells in Patients With Relapsed or Refractory CD19+ B Cell Leukemia,UNKNOWN,Shanghai Changhai Hospital，The Second Military Medical University,Shanghai,Shanghai Municipality,200090,China,RECRUITING
NCT04309981,"Clinical Trial Using Humanized CART Directed Against BCMA (ARI0002h) in Patients With Relapsed/Refractory Multiple Myeloma to Proteasome Inhibitors, Immunomodulators and Anti-CD38 Antibody.",UNKNOWN,Hospital U. de Santiago de Compostela,Santiago de Compostela,A Coruña,15706,Spain,
NCT04309981,"Clinical Trial Using Humanized CART Directed Against BCMA (ARI0002h) in Patients With Relapsed/Refractory Multiple Myeloma to Proteasome Inhibitors, Immunomodulators and Anti-CD38 Antibody.",UNKNOWN,Clinica Universidad de Navarra,Pamplona,Navarre,31008,Spain,
NCT04309981,"Clinical Trial Using Humanized CART Directed Against BCMA (ARI0002h) in Patients With Relapsed/Refractory Multiple Myeloma to Proteasome Inhibitors, Immunomodulators and Anti-CD38 Antibody.",UNKNOWN,Hospital Clinic of Barcelona,Barcelona,,08036,Spain,
NCT04309981,"Clinical Trial Using Humanized CART Directed Against BCMA (ARI0002h) in Patients With Relapsed/Refractory Multiple Myeloma to Proteasome Inhibitors, Immunomodulators and Anti-CD38 Antibody.",UNKNOWN,Hospital 12 de Octubre,Madrid,,28041,Spain,
NCT04309981,"Clinical Trial Using Humanized CART Directed Against BCMA (ARI0002h) in Patients With Relapsed/Refractory Multiple Myeloma to Proteasome Inhibitors, Immunomodulators and Anti-CD38 Antibody.",UNKNOWN,Hospital Clínico Universitario Virgen de La Arrixaca,Murcia,,30120,Spain,
NCT04309981,"Clinical Trial Using Humanized CART Directed Against BCMA (ARI0002h) in Patients With Relapsed/Refractory Multiple Myeloma to Proteasome Inhibitors, Immunomodulators and Anti-CD38 Antibody.",UNKNOWN,Hospital Universitario de Salamanca,Salamanca,,37007,Spain,
NCT04309981,"Clinical Trial Using Humanized CART Directed Against BCMA (ARI0002h) in Patients With Relapsed/Refractory Multiple Myeloma to Proteasome Inhibitors, Immunomodulators and Anti-CD38 Antibody.",UNKNOWN,Hospital Universitario Virgen Del Rocío,Seville,,41013,Spain,
NCT06822881,CT1190B in the Treatment of Patients With Moderate to Severe Refractory Systemic Lupus Erythematosus (SLE) or Refractory/Progressive Systemic Sclerosis (SSc),RECRUITING,Beijing GoBroad Hospital,Beijing,Beijing Municipality,102200,China,RECRUITING
NCT07480941,Dual-Targeting CAR-NK Cells for Recurrent/Progressive Glioblastoma and High-Grade Glioma,RECRUITING,Peking University Shenzhen Hospital,Shenzhen,Guangdong,518036,China,RECRUITING
NCT07464951,CART123 Cells With or Without Ruxolitinib in Relapsed/Refractory Acute Myeloid Leukemia,NOT_YET_RECRUITING,Children's Hospital of Philadelphia,Philadelphia,Pennsylvania,19104,United States,
NCT05105867,CD19 Targeted Universal Chimeric Antigen Receptor T Cells Injection for CD19+ Refractory/Relapsed B-cell Malignancies,UNKNOWN,920th Hospital of Joint Logistics Support Force of People's Liberation Army of China,Kunming,Yunnan,650000,China,RECRUITING
NCT06680037,A Study to Assess the Safety and Clinical Activity of Azer-cel in Participants With B-cell Mediated Autoimmune Disorders,RECRUITING,TG Therapeutics Investigational Trial Site,La Jolla,California,92093,United States,RECRUITING
NCT06680037,A Study to Assess the Safety and Clinical Activity of Azer-cel in Participants With B-cell Mediated Autoimmune Disorders,RECRUITING,TG Therapeutics Investigational Trial Site,Lexington,Kentucky,40506,United States,NOT_YET_RECRUITING
NCT06680037,A Study to Assess the Safety and Clinical Activity of Azer-cel in Participants With B-cell Mediated Autoimmune Disorders,RECRUITING,TG Therapeutics Investigational Trial Site,Ann Arbor,Michigan,48019,United States,RECRUITING
NCT06680037,A Study to Assess the Safety and Clinical Activity of Azer-cel in Participants With B-cell Mediated Autoimmune Disorders,RECRUITING,TG Therapeutics Investigational Trial Site,Omaha,Nebraska,68198,United States,RECRUITING
NCT06680037,A Study to Assess the Safety and Clinical Activity of Azer-cel in Participants With B-cell Mediated Autoimmune Disorders,RECRUITING,TG Therapeutics Investigational Trial Site,New York,New York,10025,United States,RECRUITING
NCT06680037,A Study to Assess the Safety and Clinical Activity of Azer-cel in Participants With B-cell Mediated Autoimmune Disorders,RECRUITING,TG Therapeutics Investigational Trial Site,Rochester,New York,14642,United States,RECRUITING
NCT06680037,A Study to Assess the Safety and Clinical Activity of Azer-cel in Participants With B-cell Mediated Autoimmune Disorders,RECRUITING,TG Therapeutics Investigational Trial Site,Cleveland,Ohio,44195,United States,RECRUITING
NCT06680037,A Study to Assess the Safety and Clinical Activity of Azer-cel in Participants With B-cell Mediated Autoimmune Disorders,RECRUITING,TG Therapeutics Investigational Trial Site,Columbus,Ohio,43210,United States,RECRUITING
NCT06680037,A Study to Assess the Safety and Clinical Activity of Azer-cel in Participants With B-cell Mediated Autoimmune Disorders,RECRUITING,TG Therapeutics Investigational Trial Site,Milwaukee,Wisconsin,53226,United States,RECRUITING
NCT05987696,Natural Killer(NK) Cell Therapy in Acute Myeloid Leukemia,COMPLETED,Institute of Hematology & Blood Diseases Hospital,Tianjin,,,China,
NCT07480954,"Dual-Targeting CAR-NK Cells for Recurrent Ovarian Cancer (MSLN, FRα, MUC16)",RECRUITING,Peking University Shenzhen Hospital,Shenzhen,Guangdong,518036,China,RECRUITING
NCT07216105,"FT836 With or Without Chemotherapy and/or Monoclonal Antibodies, in Participants With Advanced Solid Tumors",RECRUITING,University of Southern California,La Jolla,California,90033,United States,RECRUITING
NCT07216105,"FT836 With or Without Chemotherapy and/or Monoclonal Antibodies, in Participants With Advanced Solid Tumors",RECRUITING,UC San Diego Moores Cancer Center,La Jolla,California,92093,United States,RECRUITING
NCT07216105,"FT836 With or Without Chemotherapy and/or Monoclonal Antibodies, in Participants With Advanced Solid Tumors",RECRUITING,University of Minnesota Masonic Cancer Center,Minneapolis,Minnesota,55455,United States,RECRUITING
NCT07216105,"FT836 With or Without Chemotherapy and/or Monoclonal Antibodies, in Participants With Advanced Solid Tumors",RECRUITING,"Thomas Jefferson University, Sidney Kimmel Cancer Center",Philadelphia,Pennsylvania,19107,United States,RECRUITING
NCT07216105,"FT836 With or Without Chemotherapy and/or Monoclonal Antibodies, in Participants With Advanced Solid Tumors",RECRUITING,M. D. Anderson Cancer Center,Houston,Texas,77030,United States,RECRUITING
NCT03854994,CD19 CAR-T Cell Therapy for Relapsed/Refractory B-cell Lymphoma and B-cell Acute Lymphoblastic Leukemia,UNKNOWN,"Kunming Yan'an Hospital, Oncology Department",Kunming,Yunnan,650000,China,RECRUITING
NCT05070156,B010-A Injection for Treating Patients With GPC3 Positive Advanced Hepatocellular Carcinoma,UNKNOWN,Shanghai Tenth People's Hospital,Shanghai,Shanghai Municipality,200072,China,
